GenBank Assembly ID (Accession.version)	GenBank release ID	RefSeq Assembly ID (Accession.version)	RefSeq release ID 	
GCA_001417675.1	2535418	GCF_001417675.1	2537688	
GCA_001417695.1	2535438	GCF_001417695.1	2546848	
GCA_001417735.1	2535498	GCF_001417735.1	2544298	
GCA_001417775.1	2535538	GCF_001417775.1	2557918	
GCA_001418125.1	2535928	GCF_001418125.1	2537768	
GCA_001418135.1	2535908	GCF_001418135.1	2546708	
GCA_001418165.1	2535978	GCF_001418165.1	2546728	
GCA_001418175.1	2535958	GCF_001418175.1	2546868	
GCA_001418325.1	2536148	GCF_001418325.1	2546568	
GCA_001418335.1	2536128	GCF_001418335.1	2539828	
GCA_001418385.1	2536188	GCF_001418385.1	2543048	
GCA_001418395.1	2536248	GCF_001418395.1	2546588	
GCA_001418415.1	2536228	GCF_001418415.1	2546688	
GCA_001418465.1	2536268	GCF_001418465.1	2544268	
GCA_001418475.1	2536308	GCF_001418475.1	2540208	
GCA_001418495.1	2536298	GCF_001418495.1	2555418	
GCA_001418505.1	2536328	GCF_001418505.1	2537788	
GCA_001418545.1	2536348	GCF_001418545.1	2546608	
GCA_001418565.1	2536388	GCF_001418565.1	2540928	
GCA_001418575.1	2536368	GCF_001418575.1	2546668	
GCA_001418585.1	2536408	GCF_001418585.1	2546888	
GCA_001418625.1	2536428	GCF_001418625.1	2545128	
GCA_001418645.1	2536468	GCF_001418645.1	2542078	
GCA_001418655.1	2536458	GCF_001418655.1	2546788	
GCA_001419685.1	2538168	GCF_001419685.1	2559888	
GCA_001419695.1	2538228	GCF_001419695.1	2559608	
GCA_001419705.1	2538218	GCF_001419705.1	2559588	
GCA_001419745.1	2538248	GCF_001419745.1	2559828	
GCA_001419765.1	2538278	GCF_001419765.1	2559908	
GCA_001419795.1	2538358	GCF_001419795.1	2559968	
GCA_001424875.1	2564868	GCF_001424875.1	2612958	
GCA_001425805.1	2565788	GCF_001425805.1	2660708	
GCA_001426325.1	2566308	GCF_001426325.1	2578048	
GCA_001426405.1	2566388	GCF_001426405.1	2576988	
GCA_001426425.1	2566428	GCF_001426425.1	2660108	
GCA_001426585.1	2566568	GCF_001426585.1	2577748	
GCA_001426615.1	2566608	GCF_001426615.1	2658288	
GCA_001427245.1	2567228	GCF_001427245.1	2578588	
GCA_001427565.1	2567548	GCF_001427565.1	2578068	
GCA_001427745.1	2567728	GCF_001427745.1	2658368	
GCA_001428885.1	2568878	GCF_001428885.1	2658728	
GCA_001429805.1	2569788	GCF_001429805.1	2613018	
GCA_001431765.1	2573608	GCF_001431765.1	3990628	
GCA_001434355.1	2602078	GCF_001434355.1	2662048	
GCA_001445655.1	2687768	GCF_001445655.1	2690458	
GCA_001445835.1	2688028	GCF_001445835.1	2689288	
GCA_001447075.1	2690048	GCF_001447075.1	2691428	
GCA_001469455.2	3411888	GCF_001469455.2	3423388	
GCA_001482415.1	2744768	GCF_001482415.1	2752818	
GCA_001484565.1	2754098	GCF_001484565.1	2769738	
GCA_001484625.1	2754138	GCF_001484625.1	2769818	
GCA_001485105.1	2754778	GCF_001485105.1	2777928	
GCA_001485125.1	2754798	GCF_001485125.1	2779348	
GCA_001493375.1	2763098	GCF_001493375.1	2777308	
GCA_001507395.1	2779648	GCF_001507395.1	2782528	
GCA_001507435.1	2779688	GCF_001507435.1	2783128	
GCA_001509475.1	2782018	GCF_001509475.1	3146738	
GCA_001509485.1	2782008	GCF_001509485.1	3396698	
GCA_001509505.1	2782028	GCF_001509505.1	3148118	
GCA_001509565.1	2782108	GCF_001509565.1	2791818	
GCA_001509775.1	2782288	GCF_001509775.1	2783268	
GCA_001509785.1	2782298	GCF_001509785.1	3146318	
GCA_001509795.1	2782308	GCF_001509795.1	3147418	
GCA_001513955.1	2788318	GCF_001513955.1	3138618	
GCA_001513965.1	2788328	GCF_001513965.1	3396778	
GCA_001513975.1	2788298	GCF_001513975.1	3137958	
GCA_001513985.1	2788308	GCF_001513985.1	3136998	
GCA_001514035.1	2788408	GCF_001514035.1	3397558	
GCA_001514045.1	2788378	GCF_001514045.1	3137098	
GCA_001514055.1	2788398	GCF_001514055.1	2792818	
GCA_001514065.1	2788388	GCF_001514065.1	2791578	
GCA_001514115.1	2788448	GCF_001514115.1	3398908	
GCA_001514125.1	2788468	GCF_001514125.1	3398198	
GCA_001514135.1	2788478	GCF_001514135.1	2791618	
GCA_001514145.1	2788488	GCF_001514145.1	2793218	
GCA_001514195.1	2788518	GCF_001514195.1	3138698	
GCA_001514205.1	2788548	GCF_001514205.1	2791658	
GCA_001514215.1	2788558	GCF_001514215.1	3136068	
GCA_001514235.1	2788568	GCF_001514235.1	3146938	
GCA_001514265.1	2788588	GCF_001514265.1	2791598	
GCA_001514285.1	2788618	GCF_001514285.1	3398308	
GCA_001514305.1	2788628	GCF_001514305.1	3396878	
GCA_001517125.1	2793658	GCF_001517125.1	2799618	
GCA_001531145.1	2810348	GCF_001531145.1	2825388	
GCA_001541145.1	2835308	GCF_001541145.1	2851038	
GCA_001542625.2	3331088	GCF_001542625.1	3398568	
GCA_001550215.1	2864268	GCF_001550215.1	2866338	
GCA_001550225.1	2864278	GCF_001550225.1	2866238	
GCA_001550235.1	2864298	GCF_001550235.1	2866438	
GCA_001550245.1	2864318	GCF_001550245.1	2866358	
GCA_001550295.1	2864368	GCF_001550295.1	2866258	
GCA_001550315.1	2864398	GCF_001550315.1	2866278	
GCA_001550325.1	2864388	GCF_001550325.1	2866418	
GCA_001550375.1	2864418	GCF_001550375.1	2866378	
GCA_001553435.1	2868118	GCF_001553435.1	2871008	
GCA_001553455.1	2868138	GCF_001553455.1	2870988	
GCA_001553475.1	2868158	GCF_001553475.1	3397258	
GCA_001570645.1	2892698	GCF_001570645.1	3136848	
GCA_001572115.1	2894728	GCF_001572115.1	2906718	
GCA_001577385.1	2908018	GCF_001577385.1	2929598	
GCA_001579685.1	2929958	GCF_001579685.1	2939428	
GCA_001590865.1	3050328	GCF_001590865.1	3396238	
GCA_001592685.1	3061158	GCF_001592685.1	3147778	
GCA_001595515.1	3130868	GCF_001595515.1	3137898	
GCA_001598115.2	26242078	GCF_001598115.1	26355188	
GCA_001611795.1	3163238	GCF_001611795.1	3178218	
GCA_001625365.1	3199618	GCF_001625365.1	3201798	
GCA_001632865.1	3211198	GCF_001632865.1	3213048	
GCA_001636945.2	41492998	GCF_001636945.2	41539838	
GCA_001640565.1	3223548	GCF_001640565.1	3234308	
GCA_001642695.2	17757848	GCF_001642695.1	17948648	
GCA_001642995.1	3230248	GCF_001642995.1	3398448	
GCA_001646665.1	3245728	GCF_001646665.1	3246578	
GCA_001650215.1	3269728	GCF_001650215.1	3275398	
GCA_001652895.1	3277238	GCF_001652895.1	3280878	
GCA_001653115.1	3277478	GCF_001653115.1	3398988	
GCA_001653515.1	3281558	GCF_001653515.1	3397738	
GCA_001654495.1	3282718	GCF_001654495.1	3290828	
GCA_001660045.1	3289318	GCF_001660045.1	3300218	
GCA_001661615.1	3296328	GCF_001661615.1	3297348	
GCA_001672315.1	3310058	GCF_001672315.1	3320718	
GCA_001685355.1	3343338	GCF_001685355.1	3399268	
GCA_001687325.1	3346158	GCF_001687325.1	3350028	
GCA_001693675.1	3360688	GCF_001693675.1	3364488	
GCA_001700505.1	3374898	GCF_001700505.1	3375718	
GCA_001700515.1	3374918	GCF_001700515.1	3396498	
GCA_001704195.1	3382548	GCF_001704195.1	3399068	
GCA_001704635.1	3383498	GCF_001704635.1	3385008	
GCA_001705785.1	3384628	GCF_001705785.1	3386028	
GCA_001715295.1	3424258	GCF_001715295.1	3429108	
GCA_001723055.1	3440998	GCF_001723055.1	3456698	
GCA_001723065.1	3441028	GCF_001723065.1	3442578	
GCA_001723075.1	3441038	GCF_001723075.1	3456638	
GCA_001723115.1	3441058	GCF_001723115.1	3456758	
GCA_001729485.1	3448838	GCF_001729485.1	3454698	
GCA_001735805.1	3457298	GCF_001735805.1	3473398	
GCA_001746285.1	3469698	GCF_001746285.1	3471158	
GCA_001746295.1	3469688	GCF_001746295.1	3471218	
GCA_001746305.1	3469718	GCF_001746305.1	3470958	
GCA_001746315.1	3469728	GCF_001746315.1	3470938	
GCA_001746365.1	3469748	GCF_001746365.1	3471238	
GCA_001746415.1	3470228	GCF_001746415.1	3478528	
GCA_001746425.1	3475228	GCF_001746425.1	3478358	
GCA_001746455.1	3475218	GCF_001746455.1	3478438	
GCA_001746465.1	3475188	GCF_001746465.1	3478398	
GCA_001746475.1	3470278	GCF_001746475.1	3522308	
GCA_001748085.1	3473498	GCF_001748085.1	3475648	
GCA_001748165.1	3473578	GCF_001748165.1	3476548	
GCA_001748305.1	3473718	GCF_001748305.1	3476628	
GCA_001750785.1	3480018	GCF_001750785.1	3481078	
GCA_001751245.1	3481518	GCF_001751245.1	3513088	
GCA_001751255.1	3481558	GCF_001751255.1	3491948	
GCA_001751305.1	3481618	GCF_001751305.1	3513108	
GCA_001751345.1	3481678	GCF_001751345.1	3491448	
GCA_001751365.1	3481738	GCF_001751365.1	3492868	
GCA_001751375.1	3481748	GCF_001751375.1	3489488	
GCA_001753425.1	3497168	GCF_001753425.1	3498418	
GCA_001756925.1	3502128	GCF_001756925.1	3508398	
GCA_001767375.1	3523368	GCF_001767375.1	3549048	
GCA_001865245.1	3682278	GCF_001865245.1	3687768	
GCA_001865255.1	3682298	GCF_001865255.1	3687668	
GCA_001865315.1	3682458	GCF_001865315.1	3689278	
GCA_001865795.1	3686348	GCF_001865795.1	3689428	
GCA_001866645.1	3689878	GCF_001866645.1	3690708	
GCA_001866665.1	3689908	GCF_001866665.1	3690768	
GCA_001866675.1	3689898	GCF_001866675.1	3690748	
GCA_001879105.1	3726668	GCF_001879105.1	3731758	
GCA_001886595.1	3745118	GCF_001886595.1	3765948	
GCA_001895105.1	3773688	GCF_001895105.1	3841988	
GCA_001896135.2	4302538	GCF_001896135.2	4903208	
GCA_001905005.1	3798868	GCF_001905005.1	3859098	
GCA_001905025.1	3798888	GCF_001905025.1	3859218	
GCA_001905045.1	3798908	GCF_001905045.1	3860478	
GCA_001905125.1	3798968	GCF_001905125.1	3858978	
GCA_001905345.1	3799168	GCF_001905345.1	3859198	
GCA_001905365.1	3799188	GCF_001905365.1	3859018	
GCA_001905385.1	3799208	GCF_001905385.1	3858998	
GCA_001905405.1	3799228	GCF_001905405.1	3859138	
GCA_001905425.1	3799248	GCF_001905425.1	3859158	
GCA_001905445.1	3799268	GCF_001905445.1	3860398	
GCA_001905465.1	3799288	GCF_001905465.1	3859378	
GCA_001905485.1	3799308	GCF_001905485.1	3859298	
GCA_001905505.1	3799328	GCF_001905505.1	3859058	
GCA_001905525.1	3799348	GCF_001905525.1	3860718	
GCA_001905545.1	3799368	GCF_001905545.1	3863378	
GCA_001905575.1	3799388	GCF_001905575.1	3860118	
GCA_001905595.1	3799428	GCF_001905595.1	3860158	
GCA_001905645.1	3799468	GCF_001905645.1	3859038	
GCA_001905665.1	3799508	GCF_001905665.1	3859418	
GCA_001905705.1	3799528	GCF_001905705.1	3860898	
GCA_001905725.1	3799548	GCF_001905725.1	3860558	
GCA_001905735.1	3799588	GCF_001905735.1	3860098	
GCA_001905785.1	3799608	GCF_001905785.1	3859498	
GCA_001905795.1	3799628	GCF_001905795.1	3859178	
GCA_001905825.1	3799648	GCF_001905825.1	3860378	
GCA_001905845.1	3799668	GCF_001905845.1	3860578	
GCA_001905855.1	3799688	GCF_001905855.1	3860318	
GCA_001905885.1	3799708	GCF_001905885.1	3859078	
GCA_001905905.1	3799728	GCF_001905905.1	3859118	
GCA_001906585.1	3800808	GCF_001906585.1	3860638	
GCA_001931635.1	3935028	GCF_001931635.1	3947538	
GCA_001941265.1	3959258	GCF_001941265.1	3969768	
GCA_001941275.1	3959268	GCF_001941275.1	3970788	
GCA_001941285.1	3959278	GCF_001941285.1	3970228	
GCA_001941325.1	3959298	GCF_001941325.1	3971288	
GCA_001941845.1	3959818	GCF_001941845.1	3987168	
GCA_001949645.1	3971998	GCF_001949645.1	3976358	
GCA_001953875.1	3987488	GCF_001953875.1	4005478	
GCA_001953885.1	3987468	GCF_001953885.1	4006138	
GCA_001969965.1	4011928	GCF_001969965.1	4088028	
GCA_001970135.1	4012158	GCF_001970135.1	4088068	
GCA_001974775.2	20904068	GCF_001974775.1	21393488	
GCA_001975025.1	4017768	GCF_001975025.1	4057248	
GCA_001983595.1	4026398	GCF_001983595.1	4087928	
GCA_001983975.1	4054358	GCF_001983975.1	4199908	
GCA_001984445.1	4054848	GCF_001984445.1	4122858	
GCA_001984575.1	4062768	GCF_001984575.1	4100448	
GCA_002005225.1	4144398	GCF_002005225.1	4197158	
GCA_002005565.1	4150818	GCF_002005565.1	4159728	
GCA_002007125.1	4161368	GCF_002007125.1	4163448	
GCA_002007685.1	4161948	GCF_002007685.1	4168228	
GCA_002009175.1	4164348	GCF_002009175.1	4167488	
GCA_002017835.1	4173968	GCF_002017835.1	4178568	
GCA_002019855.1	4184208	GCF_002019855.1	4192078	
GCA_002021875.1	4185018	GCF_002021875.1	4192098	
GCA_002024165.1	4192058	GCF_002024165.1	4195598	
GCA_002028385.1	4200668	GCF_002028385.1	4219338	
GCA_002028425.1	4200708	GCF_002028425.1	4219598	
GCA_002078175.1	4338148	GCF_002078175.1	4340728	
GCA_002078235.1	4338208	GCF_002078235.1	4340948	
GCA_002080455.1	4342778	GCF_002080455.1	4345828	
GCA_002082175.1	4347448	GCF_002082175.1	4360078	
GCA_002082195.1	4347468	GCF_002082195.1	4358858	
GCA_002082605.1	4347878	GCF_002082605.1	4381488	
GCA_002090335.1	4365998	GCF_002090335.1	4381508	
GCA_002094995.1	4381868	GCF_002094995.1	4394788	
GCA_002099185.1	4386228	GCF_002099185.1	4391848	
GCA_002114215.1	4422968	GCF_002114215.1	4429698	
GCA_002119195.1	4455288	GCF_002119195.1	4456918	
GCA_002119225.1	4455328	GCF_002119225.1	4456838	
GCA_002128305.1	4465118	GCF_002128305.1	4508538	
GCA_002148965.1	4487758	GCF_002148965.1	4525998	
GCA_002150735.1	4489568	GCF_002150735.1	4525438	
GCA_002150845.1	4489668	GCF_002150845.1	4525458	
GCA_002154275.1	4493068	GCF_002154275.1	4528038	
GCA_002154345.1	4493108	GCF_002154345.1	4528798	
GCA_002154375.1	4493148	GCF_002154375.1	4528478	
GCA_002154385.1	4493128	GCF_002154385.1	4527558	
GCA_002154415.1	4493168	GCF_002154415.1	4528218	
GCA_002154445.1	4493228	GCF_002154445.1	4528398	
GCA_002154495.1	4493248	GCF_002154495.1	4529238	
GCA_002154505.1	4493268	GCF_002154505.1	4528358	
GCA_002154555.1	4493308	GCF_002154555.1	4529078	
GCA_002154575.1	4493328	GCF_002154575.1	4528638	
GCA_002154605.1	4493388	GCF_002154605.1	4529398	
GCA_002154615.1	4493368	GCF_002154615.1	4527778	
GCA_002154675.1	4493428	GCF_002154675.1	4529058	
GCA_002155725.1	4495258	GCF_002155725.1	4528998	
GCA_002155735.1	4495338	GCF_002155735.1	4528558	
GCA_002155765.1	4495398	GCF_002155765.1	4528818	
GCA_002155885.1	4497518	GCF_002155885.1	4529598	
GCA_002155895.1	4497468	GCF_002155895.1	4529558	
GCA_002155905.1	4497508	GCF_002155905.1	4527878	
GCA_002155915.1	4497478	GCF_002155915.1	4528918	
GCA_002156055.1	4497658	GCF_002156055.1	4529458	
GCA_002156075.1	4497718	GCF_002156075.1	4528578	
GCA_002156095.1	4497698	GCF_002156095.1	4528278	
GCA_002156145.1	4497778	GCF_002156145.1	4529298	
GCA_002158965.1	4534648	GCF_002158965.1	8361308	
GCA_002188335.1	4579858	GCF_002188335.1	4588588	
GCA_002188345.1	4579848	GCF_002188345.1	4587908	
GCA_002188355.1	4579838	GCF_002188355.1	4588188	
GCA_002188365.1	4579828	GCF_002188365.1	4589028	
GCA_002189675.2	5667118	GCF_002189675.2	5677238	
GCA_002192455.1	4596518	GCF_002192455.1	4601018	
GCA_002214185.1	4649478	GCF_002214185.1	25918838	
GCA_002217715.1	4679918	GCF_002217715.1	4682448	
GCA_002217755.1	4679958	GCF_002217755.1	4682328	
GCA_002224125.1	4833048	GCF_002224125.1	4845798	
GCA_002237655.1	4894558	GCF_002237655.1	4900168	
GCA_002242735.1	4908188	GCF_002242735.1	4909838	
GCA_002242805.1	4908268	GCF_002242805.1	4909858	
GCA_002251155.1	4920008	GCF_002251155.1	4928128	
GCA_002261115.1	4942528	GCF_002261115.1	4949088	
GCA_002276245.1	4970968	GCF_002276245.1	6371548	
GCA_002277855.1	4972558	GCF_002277855.1	5654948	
GCA_002286695.1	4990528	GCF_002286695.1	4992038	
GCA_002288075.1	4994108	GCF_002288075.1	4995328	
GCA_002289305.1	4996328	GCF_002289305.1	5007148	
GCA_002289335.1	4996408	GCF_002289335.1	5007528	
GCA_002291145.1	4998128	GCF_002291145.1	5011738	
GCA_002300165.1	5015468	GCF_002300165.1	5021868	
GCA_002300315.1	5007898	GCF_002300315.1	5015178	
GCA_002300355.1	5007938	GCF_002300355.1	5014978	
GCA_002300485.1	5008078	GCF_002300485.1	5014658	
GCA_002317005.1	5034148	GCF_002317005.1	5070118	
GCA_002317025.1	5034188	GCF_002317025.1	5070198	
GCA_002317035.1	5034168	GCF_002317035.1	5070058	
GCA_002335465.1	5057208	GCF_002335465.1	5079438	
GCA_002382885.1	5119568	GCF_002382885.1	5140638	
GCA_002551015.1	5343828	GCF_002551015.1	5469028	
GCA_002551045.1	5343908	GCF_002551045.1	5392028	
GCA_002551055.1	5343838	GCF_002551055.1	5392308	
GCA_002551065.1	5343778	GCF_002551065.1	5469848	
GCA_002551105.1	5343898	GCF_002551105.1	5391668	
GCA_002551135.1	5343958	GCF_002551135.1	5391588	
GCA_002551145.1	5343978	GCF_002551145.1	5469168	
GCA_002551175.1	5344018	GCF_002551175.1	5470488	
GCA_002551185.1	5344038	GCF_002551185.1	5393008	
GCA_002551215.1	5344108	GCF_002551215.1	5392148	
GCA_002551225.1	5344198	GCF_002551225.1	5470028	
GCA_002551235.1	5344138	GCF_002551235.1	5393068	
GCA_002551245.1	5344158	GCF_002551245.1	5391308	
GCA_002551295.1	5344228	GCF_002551295.1	5469468	
GCA_002551305.1	5344238	GCF_002551305.1	5392428	
GCA_002551335.1	5344358	GCF_002551335.1	5391388	
GCA_002551345.1	5344278	GCF_002551345.1	5392228	
GCA_002551375.1	5344338	GCF_002551375.1	5392468	
GCA_002551415.1	5344418	GCF_002551415.1	5392748	
GCA_002551425.1	5344498	GCF_002551425.1	5391748	
GCA_002551435.1	5344388	GCF_002551435.1	5392668	
GCA_002551465.1	5344438	GCF_002551465.1	5391848	
GCA_002551475.1	5344458	GCF_002551475.1	5393148	
GCA_002556545.1	5364728	GCF_002556545.1	5416548	
GCA_002573955.1	5391248	GCF_002573955.1	5440048	
GCA_002591335.1	5411008	GCF_002591335.1	5480908	
GCA_002633395.1	5484708	GCF_002633395.1	5553998	
GCA_002705665.1	5560068	GCF_002705665.1	5590758	
GCA_002705685.1	5560288	GCF_002705685.1	5590438	
GCA_002705695.1	5560198	GCF_002705695.1	5591458	
GCA_002705725.1	5560058	GCF_002705725.1	5590358	
GCA_002705975.1	5560048	GCF_002705975.1	5591398	
GCA_002711365.1	5564958	GCF_002711365.1	5589498	
GCA_002727115.1	5581018	GCF_002727115.1	5589958	
GCA_002742045.1	5602628	GCF_002742045.1	5611998	
GCA_002777535.1	5658208	GCF_002777535.1	5677198	
GCA_002794255.1	5675208	GCF_002794255.1	5680198	
GCA_002797835.1	5683648	GCF_002797835.1	5690358	
GCA_002802945.1	5691508	GCF_002802945.1	5692908	
GCA_002803065.1	5691688	GCF_002803065.1	5704238	
GCA_002803075.1	5691708	GCF_002803075.1	5704138	
GCA_002803085.1	5691718	GCF_002803085.1	5704158	
GCA_002803145.1	5691738	GCF_002803145.1	5704198	
GCA_002803155.1	5691758	GCF_002803155.1	5716118	
GCA_002803175.1	5691778	GCF_002803175.1	5704018	
GCA_002803195.1	5691798	GCF_002803195.1	5704178	
GCA_002803845.1	5697068	GCF_002803845.1	5710358	
GCA_002804165.1	5697388	GCF_002804165.1	7504438	
GCA_002811705.2	17757828	GCF_002811705.1	17944928	
GCA_002812405.1	5708698	GCF_002812405.1	5716558	
GCA_002832675.1	5736618	GCF_002832675.1	8360888	
GCA_002843305.1	5796148	GCF_002843305.1	5810478	
GCA_002844215.1	5797088	GCF_002844215.1	5810658	
GCA_002846415.1	5799628	GCF_002846415.1	5813228	
GCA_002846455.1	5799668	GCF_002846455.1	5812898	
GCA_002847285.1	5812758	GCF_002847285.1	5813688	
GCA_002879675.3	29210928	GCF_002879675.3	29215498	
GCA_002891295.1	5903578	GCF_002891295.1	5920108	
GCA_002891315.1	5903588	GCF_002891315.1	5920128	
GCA_002891435.1	5903748	GCF_002891435.1	5920068	
GCA_002891865.1	5905258	GCF_002891865.1	5920168	
GCA_002899455.1	5930678	GCF_002899455.1	6256308	
GCA_002907485.1	5961068	GCF_002907485.1	5976218	
GCA_002910725.2	6517888	GCF_002910725.2	6576248	
GCA_002910755.1	5974328	GCF_002910755.1	5979778	
GCA_002910775.2	6517848	GCF_002910775.2	6576648	
GCA_002910795.1	5974388	GCF_002910795.1	5981918	
GCA_002910815.1	5974498	GCF_002910815.1	5979898	
GCA_002910825.1	5974488	GCF_002910825.1	5982248	
GCA_002910855.1	5974518	GCF_002910855.1	5981218	
GCA_002910875.1	5974548	GCF_002910875.1	5979978	
GCA_002910895.1	5974608	GCF_002910895.1	5979538	
GCA_002910905.1	5974618	GCF_002910905.1	5981398	
GCA_002910915.1	5974628	GCF_002910915.1	6002768	
GCA_002910935.1	5974688	GCF_002910935.1	5982388	
GCA_002910985.1	5974718	GCF_002910985.1	5981558	
GCA_002911015.1	5975188	GCF_002911015.1	5982738	
GCA_002920535.1	5996798	GCF_002920535.1	6009178	
GCA_002920575.1	5996838	GCF_002920575.1	6010398	
GCA_002920615.1	5996878	GCF_002920615.1	6010038	
GCA_002920635.1	5996888	GCF_002920635.1	6010478	
GCA_002939385.1	6050918	GCF_002939385.1	6105448	
GCA_002939475.1	6051558	GCF_002939475.1	6111588	
GCA_002940705.1	6064818	GCF_002940705.1	6148758	
GCA_002941025.1	6065578	GCF_002941025.1	6148778	
GCA_002943525.1	6083418	GCF_002943525.1	6150388	
GCA_002943895.1	6086548	GCF_002943895.1	6154058	
GCA_002946835.1	6090398	GCF_002946835.1	6157108	
GCA_002953255.1	6100148	GCF_002953255.1	25907258	
GCA_002954775.1	6198098	GCF_002954775.1	6240528	
GCA_002966105.1	6131998	GCF_002966105.1	6179048	
GCA_002982015.1	6188358	GCF_002982015.1	6226598	
GCA_003013745.1	6276798	GCF_003013745.1	6292698	
GCA_003024195.1	6298628	GCF_003024195.1	6310038	
GCA_003024215.1	6298648	GCF_003024215.1	6371428	
GCA_003032475.1	6318648	GCF_003032475.1	6371488	
GCA_003041235.1	6342628	GCF_003041235.1	6371508	
GCA_003046555.1	6362408	GCF_003046555.1	6406828	
GCA_003048205.2	7615328	GCF_003048205.2	7632128	
GCA_003054555.1	6378388	GCF_003054555.1	6408628	
GCA_003073355.1	6428168	GCF_003073355.1	7200588	
GCA_003074055.1	6428828	GCF_003074055.1	6431978	
GCA_003097515.1	6458058	GCF_003097515.1	6474848	
GCA_003112515.1	6475798	GCF_003112515.1	6487438	
GCA_003112535.1	6475818	GCF_003112535.1	6488338	
GCA_003112555.1	6475838	GCF_003112555.1	6488058	
GCA_003112575.1	6475858	GCF_003112575.1	6487158	
GCA_003112595.1	6475878	GCF_003112595.1	6489078	
GCA_003116675.1	6480668	GCF_003116675.1	6585798	
GCA_003116685.1	6480408	GCF_003116685.1	6529448	
GCA_003116715.1	6480418	GCF_003116715.1	6529008	
GCA_003116725.1	6480768	GCF_003116725.1	6527008	
GCA_003116755.1	6480438	GCF_003116755.1	6527848	
GCA_003116775.1	6480478	GCF_003116775.1	6527568	
GCA_003116795.1	6480508	GCF_003116795.1	6529508	
GCA_003121295.1	6486288	GCF_003121295.1	6533368	
GCA_003122345.2	7731808	GCF_003122345.2	7776908	
GCA_003122365.1	6490258	GCF_003122365.1	6575288	
GCA_003129505.1	6499258	GCF_003129505.1	6535328	
GCA_003143855.1	6516398	GCF_003143855.1	6537068	
GCA_003143935.1	6516478	GCF_003143935.1	6540778	
GCA_003144095.1	6516658	GCF_003144095.1	6539968	
GCA_003146615.1	6523468	GCF_003146615.1	6542948	
GCA_003147545.1	6526068	GCF_003147545.1	6576688	
GCA_003148825.1	6536338	GCF_003148825.1	6566998	
GCA_003173275.1	6568498	GCF_003173275.1	6578328	
GCA_003173635.1	6568878	GCF_003173635.1	6578788	
GCA_003173645.1	6568868	GCF_003173645.1	6578068	
GCA_003205575.1	6625958	GCF_003205575.1	6661578	
GCA_003208035.1	6628438	GCF_003208035.1	6661078	
GCA_003236365.1	6668888	GCF_003236365.1	6697628	
GCA_003248335.1	6680898	GCF_003248335.1	6709158	
GCA_003248355.1	6680918	GCF_003248355.1	6707318	
GCA_003254205.1	6687288	GCF_003254205.1	6707098	
GCA_003258295.1	6697118	GCF_003258295.1	6713488	
GCA_003258605.2	6972508	GCF_003258605.2	6990888	
GCA_003259275.1	6705678	GCF_003259275.1	6717998	
GCA_003259315.1	6705708	GCF_003259315.1	6717658	
GCA_003259355.1	6705778	GCF_003259355.1	6717958	
GCA_003259365.1	6705788	GCF_003259365.1	6718358	
GCA_003259575.1	6705978	GCF_003259575.1	6718058	
GCA_003259585.1	6705998	GCF_003259585.1	6717878	
GCA_003259625.1	6706028	GCF_003259625.1	6718018	
GCA_003261055.1	6718698	GCF_003261055.1	6853458	
GCA_003263885.1	6721578	GCF_003263885.1	6853878	
GCA_003263925.1	6721628	GCF_003263925.1	6853818	
GCA_003265665.1	6727788	GCF_003265665.1	6854898	
GCA_003268535.2	28739068	GCF_003268535.2	28773508	
GCA_003268555.1	6730868	GCF_003268555.1	6854098	
GCA_003268965.1	6731328	GCF_003268965.1	6854518	
GCA_003270085.1	6732608	GCF_003270085.1	6853978	
GCA_003287915.1	6753198	GCF_003287915.1	6853758	
GCA_003287935.1	6753218	GCF_003287935.1	6853598	
GCA_003311645.1	6815818	GCF_003311645.1	6900238	
GCA_003323715.1	6900138	GCF_003323715.1	6915168	
GCA_003323735.1	6900178	GCF_003323735.1	6915148	
GCA_003324565.1	6901128	GCF_003324565.1	6915208	
GCA_003325375.1	6903128	GCF_003325375.1	6915728	
GCA_003330845.1	6922158	GCF_003330845.1	6940138	
GCA_003330865.1	6922178	GCF_003330865.1	6939978	
GCA_003344445.1	6958978	GCF_003344445.1	6963808	
GCA_003344905.1	6959438	GCF_003344905.1	6962608	
GCA_003344965.1	6959478	GCF_003344965.1	6970028	
GCA_003346515.1	6961988	GCF_003346515.1	6969148	
GCA_003352445.1	6972548	GCF_003352445.1	6991128	
GCA_003353555.1	6974448	GCF_003353555.1	8361588	
GCA_003355155.1	7008818	GCF_003355155.1	25916008	
GCA_003363195.1	7016938	GCF_003363195.1	7045898	
GCA_003367645.1	7040038	GCF_003367645.1	7056408	
GCA_003369795.1	7057418	GCF_003369795.1	7077058	
GCA_003387455.1	7075218	GCF_003387455.1	7097988	
GCA_003389455.1	7078838	GCF_003389455.1	8335008	
GCA_003391135.1	7081918	GCF_003391135.1	7098308	
GCA_003402595.1	7102658	GCF_003402595.1	7117548	
GCA_003403055.1	7103158	GCF_003403055.1	7125278	
GCA_003428925.1	7193838	GCF_003428925.1	7263638	
GCA_003429565.1	7194538	GCF_003429565.1	8337368	
GCA_003435025.1	7206048	GCF_003435025.1	7267858	
GCA_003443735.1	7269598	GCF_003443735.1	7352258	
GCA_003454755.1	7281368	GCF_003454755.1	7353378	
